ID,MS,NMSP,VE
10433,0.65,46.22981651,6.376146789
10434,0.65,42.59434783,3.816770186
10435,0.65,31.62786957,4.656521739
10436,0.65,33.19780142,3.578014184
10437,0.65,47.09397727,4.931818182
10438,0.65,28.53936508,3.202380952
10439,0.65,33.30344444,3.811111111
10440,0.65,35.11093985,3.5
10441,0.65,34.84402985,4.402985075
10442,0.65,45.12132948,5.447976879
10443,0.65,38.15100775,3.639534884
10444,0.65,30.11041667,2.604166667
10445,0.65,44.0445,3.8
10446,0.65,37.90707317,4.085365854
10447,0.65,34.86542857,3.376190476
10448,0.65,46.79269231,4.115384615
10449,0.65,34.1617094,3.431623932
10450,0.65,55.69269231,6.269230769
10451,0.65,32.69491935,4.153225806
10452,0.65,34.04373626,4.406593407
10454,0.65,31.44783784,3.148648649
10463,0.553200569,24.59128023,6.141963016
10464,0.646825613,31.27445504,5.986784741
10465,0.600092486,32.63083237,7.196936416
10470,0.638521401,25.55698444,5.269844358
10474,0.63923588,23.51395349,4.375415282
10479,0.660021277,32.96234043,5.096595745
10482,0.666276347,24.94964871,3.878220141
10487,0.534302671,25.03710188,6.332047478
10493,0.598963816,26.94046053,7.097697368
10522,0.651560976,64.45156098,6.94097561
10523,0.573953488,42.4070483,5.866189624
10524,0.605031712,49.44164905,6.930528541
10525,0.550786517,73.91103371,8.623820225
10526,0.583621103,75.99717026,8.400719424
10527,0.646666667,49.8852381,6.442857143
10528,0.617669377,46.3100813,7.512195122
10529,0.589814815,55.26839506,7.020576132
10530,0.627351351,39.58351351,4.280540541
10531,0.57956446,37.34134146,5.743205575
10532,0.532849315,33.11367123,6.767945205
10534,0.611732673,55.42467822,6.95990099
10535,0.624915254,69.32816949,8.106101695
10536,0.592601626,54.95715447,7.136856369
10537,0.419819277,33.83825301,6.544578313
10538,0.62195599,66.0196577,7.174816626
10539,0.584266304,49.2425,7.170923913
10540,0.469054374,43.59598109,5.963120567
10541,0.605810811,57.98010169,7.09527027
10542,0.646767677,67.77481481,7.223232323
10543,0.646220472,36.43007874,5.062204724
10544,0.602661064,59.4970028,5.494677871
